file_id,biosample_type,tissue,assay,strand,experiment_target,specie,dataset
ENCSR000CCJ,tissue,thymus,Histone ChIP-seq,,H3K4me3-mouse,mouse,encode_v3
ENCSR000BYV_M,tissue,thymus,polyA plus RNA-seq,minus,none,mouse,encode_v3
ENCSR000BYV_P,tissue,thymus,polyA plus RNA-seq,plus,none,mouse,encode_v3
ENCSR438XCG,tissue,thymus,polyA plus RNA-seq,,none,mouse,encode_v3
ENCSR000BZQ_M,tissue,urinary bladder,polyA plus RNA-seq,minus,none,mouse,encode_v3
ENCSR000BZQ_P,tissue,urinary bladder,polyA plus RNA-seq,plus,none,mouse,encode_v3
ENCSR772FQU,tissue,urinary bladder,polyA plus RNA-seq,,none,mouse,encode_v3
CNhs11093_M,cell line,mouse fibroblast cell line,CAGE,minus,none,mouse,fantom5
CNhs11093_P,cell line,mouse fibroblast cell line,CAGE,plus,none,mouse,fantom5
CNhs11915_M,primary cell,"Astrocytes,",CAGE,minus,none,mouse,fantom5
CNhs11915_P,primary cell,"Astrocytes,",CAGE,plus,none,mouse,fantom5
CNhs12533_M,primary cell,"Atoh1+ Inner ear hair cells - organ of corti, pool1",CAGE,minus,none,mouse,fantom5
CNhs12533_P,primary cell,"Atoh1+ Inner ear hair cells - organ of corti, pool1",CAGE,plus,none,mouse,fantom5
CNhs13242_M,primary cell,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool1",CAGE,minus,none,mouse,fantom5
CNhs13242_P,primary cell,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool1",CAGE,plus,none,mouse,fantom5
CNhs13233_M,primary cell,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool2",CAGE,minus,none,mouse,fantom5
CNhs13233_P,primary cell,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool2",CAGE,plus,none,mouse,fantom5
CNhs13542_M,primary cell,"CD326+ enterocyte, pool1",CAGE,minus,none,mouse,fantom5
CNhs13542_P,primary cell,"CD326+ enterocyte, pool1",CAGE,plus,none,mouse,fantom5
CNhs13197_M,primary cell,"CD326+ enterocyte, pool2",CAGE,minus,none,mouse,fantom5
CNhs13197_P,primary cell,"CD326+ enterocyte, pool2",CAGE,plus,none,mouse,fantom5
CNhs13236_M,primary cell,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool1",CAGE,minus,none,mouse,fantom5
CNhs13236_P,primary cell,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool1",CAGE,plus,none,mouse,fantom5
CNhs13210_M,primary cell,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool2",CAGE,minus,none,mouse,fantom5
CNhs13210_P,primary cell,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool2",CAGE,plus,none,mouse,fantom5
CNhs14160_M,primary cell,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (BalbcA)",CAGE,minus,none,mouse,fantom5
CNhs14160_P,primary cell,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (BalbcA)",CAGE,plus,none,mouse,fantom5
CNhs14142_M,primary cell,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL 6J)",CAGE,minus,none,mouse,fantom5
CNhs14142_P,primary cell,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL 6J)",CAGE,plus,none,mouse,fantom5
CNhs14158_M,primary cell,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (BalbcA)",CAGE,minus,none,mouse,fantom5
CNhs14158_P,primary cell,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (BalbcA)",CAGE,plus,none,mouse,fantom5
CNhs14159_M,primary cell,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (C57BL 6J)",CAGE,minus,none,mouse,fantom5
CNhs14159_P,primary cell,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (C57BL 6J)",CAGE,plus,none,mouse,fantom5
CNhs13913_M,primary cell,"CD4+CD25+ regulatory T cells, pool1 (C57BL_6J)",CAGE,minus,none,mouse,fantom5
CNhs13913_P,primary cell,"CD4+CD25+ regulatory T cells, pool1 (C57BL_6J)",CAGE,plus,none,mouse,fantom5
CNhs13221_M,primary cell,"CD4+CD25+ regulatory T cells, pool2 (Balb_cAJcl)",CAGE,minus,none,mouse,fantom5
CNhs13221_P,primary cell,"CD4+CD25+ regulatory T cells, pool2 (Balb_cAJcl)",CAGE,plus,none,mouse,fantom5
CNhs13219_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL_6J)",CAGE,minus,none,mouse,fantom5
CNhs13219_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL_6J)",CAGE,plus,none,mouse,fantom5
CNhs13226_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool2 (Balb_cAJcl)",CAGE,minus,none,mouse,fantom5
CNhs13226_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool2 (Balb_cAJcl)",CAGE,plus,none,mouse,fantom5
CNhs13218_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool1 (C57BL_6J)",CAGE,minus,none,mouse,fantom5
CNhs13218_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool1 (C57BL_6J)",CAGE,plus,none,mouse,fantom5
CNhs13225_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool2 (Balb_cAJcl)",CAGE,minus,none,mouse,fantom5
CNhs13225_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool2 (Balb_cAJcl)",CAGE,plus,none,mouse,fantom5
CNhs13217_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, pool1 (C57BL_6J)",CAGE,minus,none,mouse,fantom5
CNhs13217_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, pool1 (C57BL_6J)",CAGE,plus,none,mouse,fantom5
CNhs13220_M,primary cell,"CD4+CD25-CD44- naive conventional T cells, pool2 (Balb_cAJcl)",CAGE,minus,none,mouse,fantom5
CNhs13220_P,primary cell,"CD4+CD25-CD44- naive conventional T cells, pool2 (Balb_cAJcl)",CAGE,plus,none,mouse,fantom5
CNhs13079_M,primary cell,"CD41+ megakaryocyte cancer,",CAGE,minus,none,mouse,fantom5
CNhs13079_P,primary cell,"CD41+ megakaryocyte cancer,",CAGE,plus,none,mouse,fantom5
CNhs13201_M,primary cell,"CD41+ megakaryocyte control,",CAGE,minus,none,mouse,fantom5
CNhs13201_P,primary cell,"CD41+ megakaryocyte control,",CAGE,plus,none,mouse,fantom5
CNhs13228_M,primary cell,"GP2+ M cell, pool1",CAGE,minus,none,mouse,fantom5
CNhs13228_P,primary cell,"GP2+ M cell, pool1",CAGE,plus,none,mouse,fantom5
CNhs13231_M,primary cell,"GP2+ M cell, pool2",CAGE,minus,none,mouse,fantom5
CNhs13231_P,primary cell,"GP2+ M cell, pool2",CAGE,plus,none,mouse,fantom5
CNhs13240_M,primary cell,"GP2+ M cell, pool3",CAGE,minus,none,mouse,fantom5
CNhs13240_P,primary cell,"GP2+ M cell, pool3",CAGE,plus,none,mouse,fantom5
CNhs13232_M,primary cell,"Ileum epithelium, pool2",CAGE,minus,none,mouse,fantom5
CNhs13232_P,primary cell,"Ileum epithelium, pool2",CAGE,plus,none,mouse,fantom5
CNhs11929_M,primary cell,"Inner ear stem cells, 1st generation stem cells, pool1",CAGE,minus,none,mouse,fantom5
CNhs11929_P,primary cell,"Inner ear stem cells, 1st generation stem cells, pool1",CAGE,plus,none,mouse,fantom5
CNhs12544_M,primary cell,"Inner ear stem cells, 4th generation stem cells, pool1",CAGE,minus,none,mouse,fantom5
CNhs12544_P,primary cell,"Inner ear stem cells, 4th generation stem cells, pool1",CAGE,plus,none,mouse,fantom5
CNhs12189_M,primary cell,"Inner ear stem cells, differentiation, day03, pool1",CAGE,minus,none,mouse,fantom5
CNhs12189_P,primary cell,"Inner ear stem cells, differentiation, day03, pool1",CAGE,plus,none,mouse,fantom5
CNhs12190_M,primary cell,"Inner ear stem cells, differentiation, day10, pool1",CAGE,minus,none,mouse,fantom5
CNhs12190_P,primary cell,"Inner ear stem cells, differentiation, day10, pool1",CAGE,plus,none,mouse,fantom5
CNhs12555_M,primary cell,"Lgr5 positive intestinal stem cells, pool1",CAGE,minus,none,mouse,fantom5
CNhs12555_P,primary cell,"Lgr5 positive intestinal stem cells, pool1",CAGE,plus,none,mouse,fantom5
CNhs12556_M,primary cell,"Lgr5 positive intestinal stem cells, pool2",CAGE,minus,none,mouse,fantom5
CNhs12556_P,primary cell,"Lgr5 positive intestinal stem cells, pool2",CAGE,plus,none,mouse,fantom5
CNhs12557_M,primary cell,"Lgr5 positive intestinal stem cells, pool3",CAGE,minus,none,mouse,fantom5
CNhs12557_P,primary cell,"Lgr5 positive intestinal stem cells, pool3",CAGE,plus,none,mouse,fantom5
CNhs12198_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0127 3LL)",CAGE,minus,none,mouse,fantom5
CNhs12198_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0127 3LL)",CAGE,plus,none,mouse,fantom5
CNhs12542_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0128 3LL)",CAGE,minus,none,mouse,fantom5
CNhs12542_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (0128 3LL)",CAGE,plus,none,mouse,fantom5
CNhs12539_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (10,11,12 3LL)",CAGE,minus,none,mouse,fantom5
CNhs12539_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells cancer,  (10,11,12 3LL)",CAGE,plus,none,mouse,fantom5
CNhs12541_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (0127 PBS)",CAGE,minus,none,mouse,fantom5
CNhs12541_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (0127 PBS)",CAGE,plus,none,mouse,fantom5
CNhs12543_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (0128 PBS)",CAGE,minus,none,mouse,fantom5
CNhs12543_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (0128 PBS)",CAGE,plus,none,mouse,fantom5
CNhs12540_M,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (4,5,6PBS)",CAGE,minus,none,mouse,fantom5
CNhs12540_P,primary cell,"MC1+Gr1+ myeloid-derived suppressor cells control,  (4,5,6PBS)",CAGE,plus,none,mouse,fantom5
CNhs11055_M,primary cell,"Mouse Aortic Smooth Muscle cells - differentiated, biol_",CAGE,minus,none,mouse,fantom5
CNhs11055_P,primary cell,"Mouse Aortic Smooth Muscle cells - differentiated, biol_",CAGE,plus,none,mouse,fantom5
CNhs11297_M,primary cell,"Mouse Aortic Smooth Muscle cells,",CAGE,minus,none,mouse,fantom5
CNhs11297_P,primary cell,"Mouse Aortic Smooth Muscle cells,",CAGE,plus,none,mouse,fantom5
CNhs12076_M,primary cell,"Mouse Astrocytes - cerebellar,",CAGE,minus,none,mouse,fantom5
CNhs12076_P,primary cell,"Mouse Astrocytes - cerebellar,",CAGE,plus,none,mouse,fantom5
CNhs12077_M,primary cell,"Mouse Astrocytes - hippocampus,",CAGE,minus,none,mouse,fantom5
CNhs12077_P,primary cell,"Mouse Astrocytes - hippocampus,",CAGE,plus,none,mouse,fantom5
CNhs12078_M,primary cell,"Mouse Astrocytes,",CAGE,minus,none,mouse,fantom5
CNhs12078_P,primary cell,"Mouse Astrocytes,",CAGE,plus,none,mouse,fantom5
CNhs13531_M,primary cell,"Mouse CD19+ B Cells,",CAGE,minus,none,mouse,fantom5
CNhs13531_P,primary cell,"Mouse CD19+ B Cells,",CAGE,plus,none,mouse,fantom5
CNhs13509_M,primary cell,"Mouse CD4+ T Cells,",CAGE,minus,none,mouse,fantom5
CNhs13509_P,primary cell,"Mouse CD4+ T Cells,",CAGE,plus,none,mouse,fantom5
CNhs13511_M,primary cell,"Mouse CD8+ T Cells,",CAGE,minus,none,mouse,fantom5
CNhs13511_P,primary cell,"Mouse CD8+ T Cells,",CAGE,plus,none,mouse,fantom5
CNhs12353_M,primary cell,"Mouse Cardiac Myocytes,",CAGE,minus,none,mouse,fantom5
CNhs12353_P,primary cell,"Mouse Cardiac Myocytes,",CAGE,plus,none,mouse,fantom5
CNhs12130_M,primary cell,"Mouse Embryonic fibroblasts,",CAGE,minus,none,mouse,fantom5
CNhs12130_P,primary cell,"Mouse Embryonic fibroblasts,",CAGE,plus,none,mouse,fantom5
CNhs12108_M,primary cell,"Mouse Granule cells,",CAGE,minus,none,mouse,fantom5
CNhs12108_P,primary cell,"Mouse Granule cells,",CAGE,plus,none,mouse,fantom5
CNhs12109_M,primary cell,"Mouse Meningeal cells,",CAGE,minus,none,mouse,fantom5
CNhs12109_P,primary cell,"Mouse Meningeal cells,",CAGE,plus,none,mouse,fantom5
CNhs12616_M,primary cell,"Mouse Mesenchymal stem cells - bone marrow derived,",CAGE,minus,none,mouse,fantom5
CNhs12616_P,primary cell,"Mouse Mesenchymal stem cells - bone marrow derived,",CAGE,plus,none,mouse,fantom5
CNhs12617_M,primary cell,"Mouse Microglia,",CAGE,minus,none,mouse,fantom5
CNhs12617_P,primary cell,"Mouse Microglia,",CAGE,plus,none,mouse,fantom5
CNhs11947_M,primary cell,"Mouse Neurons - cortical,",CAGE,minus,none,mouse,fantom5
CNhs11947_P,primary cell,"Mouse Neurons - cortical,",CAGE,plus,none,mouse,fantom5
CNhs12618_M,primary cell,"Mouse Neurons - dorsal spinal cord,",CAGE,minus,none,mouse,fantom5
CNhs12618_P,primary cell,"Mouse Neurons - dorsal spinal cord,",CAGE,plus,none,mouse,fantom5
CNhs12110_M,primary cell,"Mouse Neurons - hippocampal,",CAGE,minus,none,mouse,fantom5
CNhs12110_P,primary cell,"Mouse Neurons - hippocampal,",CAGE,plus,none,mouse,fantom5
CNhs12619_M,primary cell,"Mouse Neurons - raphe,",CAGE,minus,none,mouse,fantom5
CNhs12619_P,primary cell,"Mouse Neurons - raphe,",CAGE,plus,none,mouse,fantom5
CNhs12111_M,primary cell,"Mouse Neurons - striatal,",CAGE,minus,none,mouse,fantom5
CNhs12111_P,primary cell,"Mouse Neurons - striatal,",CAGE,plus,none,mouse,fantom5
CNhs12614_M,primary cell,"Mouse Neurons - substantia nigra,",CAGE,minus,none,mouse,fantom5
CNhs12614_P,primary cell,"Mouse Neurons - substantia nigra,",CAGE,plus,none,mouse,fantom5
CNhs12612_M,primary cell,"Mouse Neurons - substantia nigra, , tech_",CAGE,minus,none,mouse,fantom5
CNhs12612_P,primary cell,"Mouse Neurons - substantia nigra, , tech_",CAGE,plus,none,mouse,fantom5
CNhs12113_M,primary cell,"Mouse Neurons - ventral spinal cord,",CAGE,minus,none,mouse,fantom5
CNhs12113_P,primary cell,"Mouse Neurons - ventral spinal cord,",CAGE,plus,none,mouse,fantom5
CNhs14555_M,primary cell,"Mouse Renal epithelial cells,",CAGE,minus,none,mouse,fantom5
CNhs14555_P,primary cell,"Mouse Renal epithelial cells,",CAGE,plus,none,mouse,fantom5
CNhs12115_M,primary cell,"Mouse Schwann,",CAGE,minus,none,mouse,fantom5
CNhs12115_P,primary cell,"Mouse Schwann,",CAGE,plus,none,mouse,fantom5
CNhs13209_M,primary cell,"Mouse hepatic Sinusoidal Endothelial Cells,",CAGE,minus,none,mouse,fantom5
CNhs13209_P,primary cell,"Mouse hepatic Sinusoidal Endothelial Cells,",CAGE,plus,none,mouse,fantom5
CNhs13196_M,primary cell,"Mouse hepatic Stellate Cells (lipocyte),",CAGE,minus,none,mouse,fantom5
CNhs13196_P,primary cell,"Mouse hepatic Stellate Cells (lipocyte),",CAGE,plus,none,mouse,fantom5
CNhs12615_M,primary cell,"Mouse hepatocyte,",CAGE,minus,none,mouse,fantom5
CNhs12615_P,primary cell,"Mouse hepatocyte,",CAGE,plus,none,mouse,fantom5
CNhs14147_M,primary cell,"Neurons - spiral ganglion, pool1",CAGE,minus,none,mouse,fantom5
CNhs14147_P,primary cell,"Neurons - spiral ganglion, pool1",CAGE,plus,none,mouse,fantom5
CNhs12923_M,primary cell,"Neurons - substantia nigra, , tech_",CAGE,minus,none,mouse,fantom5
CNhs12923_P,primary cell,"Neurons - substantia nigra, , tech_",CAGE,plus,none,mouse,fantom5
CNhs12532_M,primary cell,"Sox2+ Supporting cells - organ of corti, pool1",CAGE,minus,none,mouse,fantom5
CNhs12532_P,primary cell,"Sox2+ Supporting cells - organ of corti, pool1",CAGE,plus,none,mouse,fantom5
CNhs12203_M,primary cell,"common myeloid progenitor CMP, biol_",CAGE,minus,none,mouse,fantom5
CNhs12203_P,primary cell,"common myeloid progenitor CMP, biol_",CAGE,plus,none,mouse,fantom5
CNhs11928_M,primary cell,"granulocyte macrophage progenitor GMP, biol_",CAGE,minus,none,mouse,fantom5
CNhs11928_P,primary cell,"granulocyte macrophage progenitor GMP, biol_",CAGE,plus,none,mouse,fantom5
CNhs14136_M,primary cell,"macrophage, bone marrow derived",CAGE,minus,none,mouse,fantom5
CNhs14136_P,primary cell,"macrophage, bone marrow derived",CAGE,plus,none,mouse,fantom5
CNhs12576_M,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_",CAGE,minus,none,mouse,fantom5
CNhs12576_P,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_",CAGE,plus,none,mouse,fantom5
CNhs12508_M,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep1",CAGE,minus,none,mouse,fantom5
CNhs12508_P,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep1",CAGE,plus,none,mouse,fantom5
CNhs14330_M,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep2",CAGE,minus,none,mouse,fantom5
CNhs14330_P,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep2",CAGE,plus,none,mouse,fantom5
CNhs14378_M,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep3",CAGE,minus,none,mouse,fantom5
CNhs14378_P,primary cell,"natural helper cells, IL2 treated, day15, biol_, tech_rep3",CAGE,plus,none,mouse,fantom5
CNhs12579_M,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_",CAGE,minus,none,mouse,fantom5
CNhs12579_P,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_",CAGE,plus,none,mouse,fantom5
CNhs14332_M,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_rep2",CAGE,minus,none,mouse,fantom5
CNhs14332_P,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_rep2",CAGE,plus,none,mouse,fantom5
CNhs14383_M,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_rep3",CAGE,minus,none,mouse,fantom5
CNhs14383_P,primary cell,"natural helper cells, IL33 treated, 01hr, biol_, tech_rep3",CAGE,plus,none,mouse,fantom5
CNhs14337_M,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_",CAGE,minus,none,mouse,fantom5
CNhs14337_P,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_",CAGE,plus,none,mouse,fantom5
CNhs12578_M,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep1",CAGE,minus,none,mouse,fantom5
CNhs12578_P,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep1",CAGE,plus,none,mouse,fantom5
CNhs14331_M,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep2",CAGE,minus,none,mouse,fantom5
CNhs14331_P,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep2",CAGE,plus,none,mouse,fantom5
CNhs14385_M,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep3",CAGE,minus,none,mouse,fantom5
CNhs14385_P,primary cell,"natural helper cells, IL33 treated, day02, biol_, tech_rep3",CAGE,plus,none,mouse,fantom5
CNhs14341_M,primary cell,"natural helper cells, naive, biol_, tech_",CAGE,minus,none,mouse,fantom5
CNhs14341_P,primary cell,"natural helper cells, naive, biol_, tech_",CAGE,plus,none,mouse,fantom5
CNhs12515_M,primary cell,"natural helper cells, naive, biol_, tech_rep1",CAGE,minus,none,mouse,fantom5
CNhs12515_P,primary cell,"natural helper cells, naive, biol_, tech_rep1",CAGE,plus,none,mouse,fantom5
CNhs14333_M,primary cell,"natural helper cells, naive, biol_, tech_rep2",CAGE,minus,none,mouse,fantom5
CNhs14333_P,primary cell,"natural helper cells, naive, biol_, tech_rep2",CAGE,plus,none,mouse,fantom5
CNhs14381_M,primary cell,"natural helper cells, naive, biol_, tech_rep3",CAGE,minus,none,mouse,fantom5
CNhs14381_P,primary cell,"natural helper cells, naive, biol_, tech_rep3",CAGE,plus,none,mouse,fantom5
CNhs13087_M,primary cell,"neurospheres - enteric neuron derived, biol_",CAGE,minus,none,mouse,fantom5
CNhs13087_P,primary cell,"neurospheres - enteric neuron derived, biol_",CAGE,plus,none,mouse,fantom5
CNhs13084_M,primary cell,"neurospheres - parasympathetic neuron derived, biol_",CAGE,minus,none,mouse,fantom5
CNhs13084_P,primary cell,"neurospheres - parasympathetic neuron derived, biol_",CAGE,plus,none,mouse,fantom5
CNhs13081_M,primary cell,"neurospheres - sympathetic neuron derived, biol_",CAGE,minus,none,mouse,fantom5
CNhs13081_P,primary cell,"neurospheres - sympathetic neuron derived, biol_",CAGE,plus,none,mouse,fantom5
CNhs14137_M,primary cell,"osteoclast, bone marrow derived",CAGE,minus,none,mouse,fantom5
CNhs14137_P,primary cell,"osteoclast, bone marrow derived",CAGE,plus,none,mouse,fantom5
CNhs12534_M,primary cell,"stem cell (cKit+ Sca1- lineage-) KSL, biol_",CAGE,minus,none,mouse,fantom5
CNhs12534_P,primary cell,"stem cell (cKit+ Sca1- lineage-) KSL, biol_",CAGE,plus,none,mouse,fantom5
CNhs10609_M,tissue,"Clontech Mouse Universal Reference Total RNA, pool1",CAGE,minus,none,mouse,fantom5
CNhs10609_P,tissue,"Clontech Mouse Universal Reference Total RNA, pool1",CAGE,plus,none,mouse,fantom5
CNhs13211_M,tissue,"Follicle Associated Epithelium, pool2",CAGE,minus,none,mouse,fantom5
CNhs13211_P,tissue,"Follicle Associated Epithelium, pool2",CAGE,plus,none,mouse,fantom5
CNhs13200_M,tissue,"Follicle Associated Epithelium, pool3",CAGE,minus,none,mouse,fantom5
CNhs13200_P,tissue,"Follicle Associated Epithelium, pool3",CAGE,plus,none,mouse,fantom5
CNhs13199_M,tissue,"Ileum epithelium, pool1",CAGE,minus,none,mouse,fantom5
CNhs13199_P,tissue,"Ileum epithelium, pool1",CAGE,plus,none,mouse,fantom5
CNhs10611_M,tissue,"SABiosciences XpressRef Mouse Universal Total RNA, pool1",CAGE,minus,none,mouse,fantom5
CNhs10611_P,tissue,"SABiosciences XpressRef Mouse Universal Total RNA, pool1",CAGE,plus,none,mouse,fantom5
CNhs10613_M,tissue,"Universal RNA - Mouse Normal Tissues Biochain, pool1",CAGE,minus,none,mouse,fantom5
CNhs10613_P,tissue,"Universal RNA - Mouse Normal Tissues Biochain, pool1",CAGE,plus,none,mouse,fantom5
CNhs10475_M,tissue,"accessory axillary lymph node, adult",CAGE,minus,none,mouse,fantom5
CNhs10475_P,tissue,"accessory axillary lymph node, adult",CAGE,plus,none,mouse,fantom5
CNhs10508_M,tissue,"adrenal gland, adult",CAGE,minus,none,mouse,fantom5
CNhs10508_P,tissue,"adrenal gland, adult",CAGE,plus,none,mouse,fantom5
CNhs11038_M,tissue,"adrenal gland, embryo E14",CAGE,minus,none,mouse,fantom5
CNhs11038_P,tissue,"adrenal gland, embryo E14",CAGE,plus,none,mouse,fantom5
CNhs11004_M,tissue,"adrenal gland, embryo E16",CAGE,minus,none,mouse,fantom5
CNhs11004_P,tissue,"adrenal gland, embryo E16",CAGE,plus,none,mouse,fantom5
CNhs11043_M,tissue,"adrenal gland, embryo E17",CAGE,minus,none,mouse,fantom5
CNhs11043_P,tissue,"adrenal gland, embryo E17",CAGE,plus,none,mouse,fantom5
CNhs11026_M,tissue,"adrenal gland, embryo E18",CAGE,minus,none,mouse,fantom5
CNhs11026_P,tissue,"adrenal gland, embryo E18",CAGE,plus,none,mouse,fantom5
CNhs11191_M,tissue,"adrenal gland, neonate N00",CAGE,minus,none,mouse,fantom5
CNhs11191_P,tissue,"adrenal gland, neonate N00",CAGE,plus,none,mouse,fantom5
CNhs11223_M,tissue,"adrenal gland, neonate N25",CAGE,minus,none,mouse,fantom5
CNhs11223_P,tissue,"adrenal gland, neonate N25",CAGE,plus,none,mouse,fantom5
CNhs10488_M,tissue,"amnion, adult pregnant day17.5",CAGE,minus,none,mouse,fantom5
CNhs10488_P,tissue,"amnion, adult pregnant day17.5",CAGE,plus,none,mouse,fantom5
CNhs10498_M,tissue,"aorta, adult",CAGE,minus,none,mouse,fantom5
CNhs10498_P,tissue,"aorta, adult",CAGE,plus,none,mouse,fantom5
CNhs10483_M,tissue,"bone (os femoris), adult",CAGE,minus,none,mouse,fantom5
CNhs10483_P,tissue,"bone (os femoris), adult",CAGE,plus,none,mouse,fantom5
CNhs11227_M,tissue,"bone (os femoris), neonate N02",CAGE,minus,none,mouse,fantom5
CNhs11227_P,tissue,"bone (os femoris), neonate N02",CAGE,plus,none,mouse,fantom5
CNhs11225_M,tissue,"bone (os femoris), neonate N16",CAGE,minus,none,mouse,fantom5
CNhs11225_P,tissue,"bone (os femoris), neonate N16",CAGE,plus,none,mouse,fantom5
CNhs11195_M,tissue,"bone (os femoris), neonate N20",CAGE,minus,none,mouse,fantom5
CNhs11195_P,tissue,"bone (os femoris), neonate N20",CAGE,plus,none,mouse,fantom5
CNhs10467_M,tissue,"cecum, adult",CAGE,minus,none,mouse,fantom5
CNhs10467_P,tissue,"cecum, adult",CAGE,plus,none,mouse,fantom5
CNhs10494_M,tissue,"cerebellum, adult",CAGE,minus,none,mouse,fantom5
CNhs10494_P,tissue,"cerebellum, adult",CAGE,plus,none,mouse,fantom5
CNhs12956_M,tissue,"cerebellum, embryo E11, biol_ (E11R1)",CAGE,minus,none,mouse,fantom5
CNhs12956_P,tissue,"cerebellum, embryo E11, biol_ (E11R1)",CAGE,plus,none,mouse,fantom5
CNhs13002_M,tissue,"cerebellum, embryo E11, biol_ (E11R2)",CAGE,minus,none,mouse,fantom5
CNhs13002_P,tissue,"cerebellum, embryo E11, biol_ (E11R2)",CAGE,plus,none,mouse,fantom5
CNhs13014_M,tissue,"cerebellum, embryo E11, biol_ (E11R3)",CAGE,minus,none,mouse,fantom5
CNhs13014_P,tissue,"cerebellum, embryo E11, biol_ (E11R3)",CAGE,plus,none,mouse,fantom5
CNhs12957_M,tissue,"cerebellum, embryo E12, biol_ (E12R1)",CAGE,minus,none,mouse,fantom5
CNhs12957_P,tissue,"cerebellum, embryo E12, biol_ (E12R1)",CAGE,plus,none,mouse,fantom5
CNhs13003_M,tissue,"cerebellum, embryo E12, biol_ (E12R2)",CAGE,minus,none,mouse,fantom5
CNhs13003_P,tissue,"cerebellum, embryo E12, biol_ (E12R2)",CAGE,plus,none,mouse,fantom5
CNhs13015_M,tissue,"cerebellum, embryo E12, biol_ (E12R3)",CAGE,minus,none,mouse,fantom5
CNhs13015_P,tissue,"cerebellum, embryo E12, biol_ (E12R3)",CAGE,plus,none,mouse,fantom5
