file_id,biosample_type,tissue,assay,strand,experiment_target,species,dataset,modality_fine,modality_coarse,tissue_strict,expt_base,tissue_group
CNhs12574_P,primary cell,"nasal epithelial cells,",CAGE,plus,none,human,fantom5,CAGE,CAGE,nasal epithelial cells,CNhs12574,nasal epithelial cells
CNhs12574_M,primary cell,"nasal epithelial cells,",CAGE,minus,none,human,fantom5,CAGE,CAGE,nasal epithelial cells,CNhs12574,nasal epithelial cells
CNhs12554_P,primary cell,"nasal epithelial cells, , tech_",CAGE,plus,none,human,fantom5,CAGE,CAGE,"nasal epithelial cells, , tech_",CNhs12554,"nasal epithelial cells, , tech_"
CNhs12554_M,primary cell,"nasal epithelial cells, , tech_",CAGE,minus,none,human,fantom5,CAGE,CAGE,"nasal epithelial cells, , tech_",CNhs12554,"nasal epithelial cells, , tech_"
CNhs12522_P,primary cell,"neutrophil PMN,",CAGE,plus,none,human,fantom5,CAGE,CAGE,neutrophil pmn,CNhs12522,neutrophil pmn
CNhs12522_M,primary cell,"neutrophil PMN,",CAGE,minus,none,human,fantom5,CAGE,CAGE,neutrophil pmn,CNhs12522,neutrophil pmn
CNhs12520_P,primary cell,"promyelocytes/myelocytes PMC,",CAGE,plus,none,human,fantom5,CAGE,CAGE,promyelocytes/myelocytes pmc,CNhs12520,promyelocytes/myelocytes pmc
CNhs12520_M,primary cell,"promyelocytes/myelocytes PMC,",CAGE,minus,none,human,fantom5,CAGE,CAGE,promyelocytes/myelocytes pmc,CNhs12520,promyelocytes/myelocytes pmc
CNhs12810_P,primary cell,"salivary acinar cells,",CAGE,plus,none,human,fantom5,CAGE,CAGE,salivary acinar cells,CNhs12810,salivary acinar cells
CNhs12810_M,primary cell,"salivary acinar cells,",CAGE,minus,none,human,fantom5,CAGE,CAGE,salivary acinar cells,CNhs12810,salivary acinar cells
CNhs12639_P,primary cell,"tenocyte,",CAGE,plus,none,human,fantom5,CAGE,CAGE,tenocyte,CNhs12639,tenocyte
CNhs12639_M,primary cell,"tenocyte,",CAGE,minus,none,human,fantom5,CAGE,CAGE,tenocyte,CNhs12639,tenocyte
CNhs10608_P,tissue,"Clontech Human Universal Reference Total RNA, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"clontech human universal reference total rna, pool1",CNhs10608,"clontech human universal reference total rna, pool1"
CNhs10608_M,tissue,"Clontech Human Universal Reference Total RNA, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"clontech human universal reference total rna, pool1",CNhs10608,"clontech human universal reference total rna, pool1"
CNhs13445_P,tissue,"Fingernail (including nail plate, eponychium and hyponychium),",CAGE,plus,none,human,fantom5,CAGE,CAGE,"fingernail (including nail plate, eponychium and hyponychium)",CNhs13445,"fingernail (including nail plate, eponychium and hyponychium)"
CNhs13445_M,tissue,"Fingernail (including nail plate, eponychium and hyponychium),",CAGE,minus,none,human,fantom5,CAGE,CAGE,"fingernail (including nail plate, eponychium and hyponychium)",CNhs13445,"fingernail (including nail plate, eponychium and hyponychium)"
CNhs10610_P,tissue,"SABiosciences XpressRef Human Universal Total RNA, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"sabiosciences xpressref human universal total rna, pool1",CNhs10610,"sabiosciences xpressref human universal total rna, pool1"
CNhs10610_M,tissue,"SABiosciences XpressRef Human Universal Total RNA, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"sabiosciences xpressref human universal total rna, pool1",CNhs10610,"sabiosciences xpressref human universal total rna, pool1"
CNhs13458_P,tissue,"Skin - palm,",CAGE,plus,none,human,fantom5,CAGE,CAGE,skin - palm,CNhs13458,skin - palm
CNhs13458_M,tissue,"Skin - palm,",CAGE,minus,none,human,fantom5,CAGE,CAGE,skin - palm,CNhs13458,skin - palm
CNhs10612_P,tissue,"Universal RNA - Human Normal Tissues Biochain, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"universal rna - human normal tissues biochain, pool1",CNhs10612,"universal rna - human normal tissues biochain, pool1"
CNhs10612_M,tissue,"Universal RNA - Human Normal Tissues Biochain, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"universal rna - human normal tissues biochain, pool1",CNhs10612,"universal rna - human normal tissues biochain, pool1"
CNhs13464_P,tissue,"Urethra,",CAGE,plus,none,human,fantom5,CAGE,CAGE,urethra,CNhs13464,urethra
CNhs13464_M,tissue,"Urethra,",CAGE,minus,none,human,fantom5,CAGE,CAGE,urethra,CNhs13464,urethra
CNhs13435_P,tissue,"achilles tendon,",CAGE,plus,none,human,fantom5,CAGE,CAGE,achilles tendon,CNhs13435,achilles tendon
CNhs13435_M,tissue,"achilles tendon,",CAGE,minus,none,human,fantom5,CAGE,CAGE,achilles tendon,CNhs13435,achilles tendon
CNhs10615_P,tissue,"adipose tissue, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"adipose tissue, adult, pool1",CNhs10615,"adipose tissue, adult, pool1"
CNhs10615_M,tissue,"adipose tissue, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"adipose tissue, adult, pool1",CNhs10615,"adipose tissue, adult, pool1"
CNhs13972_P,tissue,"adipose,",CAGE,plus,none,human,fantom5,CAGE,CAGE,adipose,CNhs13972,adipose
CNhs13972_M,tissue,"adipose,",CAGE,minus,none,human,fantom5,CAGE,CAGE,adipose,CNhs13972,adipose
CNhs11793_P,tissue,"adrenal gland, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"adrenal gland, adult, pool1",CNhs11793,"adrenal gland, adult, pool1"
CNhs11793_M,tissue,"adrenal gland, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"adrenal gland, adult, pool1",CNhs11793,"adrenal gland, adult, pool1"
CNhs13793_P,tissue,"amygdala - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,amygdala - adult,CNhs13793,amygdala - adult
CNhs13793_M,tissue,"amygdala - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,amygdala - adult,CNhs13793,amygdala - adult
CNhs12311_P,tissue,"amygdala, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"amygdala, adult",CNhs12311,"amygdala, adult"
CNhs12311_M,tissue,"amygdala, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"amygdala, adult",CNhs12311,"amygdala, adult"
CNhs14078_P,tissue,"amygdala, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"amygdala, newborn",CNhs14078,"amygdala, newborn"
CNhs14078_M,tissue,"amygdala, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"amygdala, newborn",CNhs14078,"amygdala, newborn"
CNhs11760_P,tissue,"aorta, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"aorta, adult, pool1",CNhs11760,"aorta, adult, pool1"
CNhs11760_M,tissue,"aorta, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"aorta, adult, pool1",CNhs11760,"aorta, adult, pool1"
CNhs12842_P,tissue,"appendix, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"appendix, adult",CNhs12842,"appendix, adult"
CNhs12842_M,tissue,"appendix, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"appendix, adult",CNhs12842,"appendix, adult"
CNhs12843_P,tissue,"artery, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"artery, adult",CNhs12843,"artery, adult"
CNhs12843_M,tissue,"artery, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"artery, adult",CNhs12843,"artery, adult"
CNhs10616_P,tissue,"bladder, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"bladder, adult, pool1",CNhs10616,"bladder, adult, pool1"
CNhs10616_M,tissue,"bladder, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"bladder, adult, pool1",CNhs10616,"bladder, adult, pool1"
CNhs11761_P,tissue,"blood, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"blood, adult, pool1",CNhs11761,"blood, adult, pool1"
CNhs11761_M,tissue,"blood, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"blood, adult, pool1",CNhs11761,"blood, adult, pool1"
CNhs12845_P,tissue,"bone marrow, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"bone marrow, adult",CNhs12845,"bone marrow, adult"
CNhs12845_M,tissue,"bone marrow, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"bone marrow, adult",CNhs12845,"bone marrow, adult"
CNhs11796_P,tissue,"brain, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"brain, adult",CNhs11796,"brain, adult"
CNhs11796_M,tissue,"brain, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"brain, adult",CNhs11796,"brain, adult"
CNhs10617_P,tissue,"brain, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"brain, adult, pool1",CNhs10617,"brain, adult, pool1"
CNhs10617_M,tissue,"brain, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"brain, adult, pool1",CNhs10617,"brain, adult, pool1"
CNhs11797_P,tissue,"brain, fetal, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"brain, fetal, pool1",CNhs11797,"brain, fetal, pool1"
CNhs11797_M,tissue,"brain, fetal, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"brain, fetal, pool1",CNhs11797,"brain, fetal, pool1"
CNhs11792_P,tissue,"breast, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"breast, adult",CNhs11792,"breast, adult"
CNhs11792_M,tissue,"breast, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"breast, adult",CNhs11792,"breast, adult"
CNhs13802_P,tissue,"caudate nucleus - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,caudate nucleus - adult,CNhs13802,caudate nucleus - adult
CNhs13802_M,tissue,"caudate nucleus - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,caudate nucleus - adult,CNhs13802,caudate nucleus - adult
CNhs12321_P,tissue,"caudate nucleus, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"caudate nucleus, adult",CNhs12321,"caudate nucleus, adult"
CNhs12321_M,tissue,"caudate nucleus, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"caudate nucleus, adult",CNhs12321,"caudate nucleus, adult"
CNhs14071_P,tissue,"caudate nucleus, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"caudate nucleus, newborn",CNhs14071,"caudate nucleus, newborn"
CNhs14071_M,tissue,"caudate nucleus, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"caudate nucleus, newborn",CNhs14071,"caudate nucleus, newborn"
CNhs13799_P,tissue,"cerebellum - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,cerebellum - adult,CNhs13799,cerebellum - adult
CNhs13799_M,tissue,"cerebellum - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,cerebellum - adult,CNhs13799,cerebellum - adult
CNhs12323_P,tissue,"cerebellum, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"cerebellum, adult",CNhs12323,"cerebellum, adult"
CNhs12323_M,tissue,"cerebellum, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"cerebellum, adult",CNhs12323,"cerebellum, adult"
CNhs11795_P,tissue,"cerebellum, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"cerebellum, adult, pool1",CNhs11795,"cerebellum, adult, pool1"
CNhs11795_M,tissue,"cerebellum, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"cerebellum, adult, pool1",CNhs11795,"cerebellum, adult, pool1"
CNhs14075_P,tissue,"cerebellum, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"cerebellum, newborn",CNhs14075,"cerebellum, newborn"
CNhs14075_M,tissue,"cerebellum, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"cerebellum, newborn",CNhs14075,"cerebellum, newborn"
CNhs12840_P,tissue,"cerebral meninges, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"cerebral meninges, adult",CNhs12840,"cerebral meninges, adult"
CNhs12840_M,tissue,"cerebral meninges, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"cerebral meninges, adult",CNhs12840,"cerebral meninges, adult"
CNhs13437_P,tissue,"cerebrospinal fluid,",CAGE,plus,none,human,fantom5,CAGE,CAGE,cerebrospinal fluid,CNhs13437,cerebrospinal fluid
CNhs13437_M,tissue,"cerebrospinal fluid,",CAGE,minus,none,human,fantom5,CAGE,CAGE,cerebrospinal fluid,CNhs13437,cerebrospinal fluid
CNhs10618_P,tissue,"cervix, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"cervix, adult, pool1",CNhs10618,"cervix, adult, pool1"
CNhs10618_M,tissue,"cervix, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"cervix, adult, pool1",CNhs10618,"cervix, adult, pool1"
CNhs11794_P,tissue,"colon, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"colon, adult",CNhs11794,"colon, adult"
CNhs11794_M,tissue,"colon, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"colon, adult",CNhs11794,"colon, adult"
CNhs10619_P,tissue,"colon, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"colon, adult, pool1",CNhs10619,"colon, adult, pool1"
CNhs10619_M,tissue,"colon, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"colon, adult, pool1",CNhs10619,"colon, adult, pool1"
CNhs11780_P,tissue,"colon, fetal,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"colon, fetal",CNhs11780,"colon, fetal"
CNhs11780_M,tissue,"colon, fetal,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"colon, fetal",CNhs11780,"colon, fetal"
CNhs10649_P,tissue,"corpus callosum, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"corpus callosum, adult, pool1",CNhs10649,"corpus callosum, adult, pool1"
CNhs10649_M,tissue,"corpus callosum, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"corpus callosum, adult, pool1",CNhs10649,"corpus callosum, adult, pool1"
CNhs13439_P,tissue,"cruciate ligament,",CAGE,plus,none,human,fantom5,CAGE,CAGE,cruciate ligament,CNhs13439,cruciate ligament
CNhs13439_M,tissue,"cruciate ligament,",CAGE,minus,none,human,fantom5,CAGE,CAGE,cruciate ligament,CNhs13439,cruciate ligament
CNhs11779_P,tissue,"diaphragm, fetal,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"diaphragm, fetal",CNhs11779,"diaphragm, fetal"
CNhs11779_M,tissue,"diaphragm, fetal,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"diaphragm, fetal",CNhs11779,"diaphragm, fetal"
CNhs12610_P,tissue,"diencephalon, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"diencephalon, adult",CNhs12610,"diencephalon, adult"
CNhs12610_M,tissue,"diencephalon, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"diencephalon, adult",CNhs12610,"diencephalon, adult"
CNhs12846_P,tissue,"ductus deferens, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"ductus deferens, adult",CNhs12846,"ductus deferens, adult"
CNhs12846_M,tissue,"ductus deferens, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"ductus deferens, adult",CNhs12846,"ductus deferens, adult"
CNhs11781_P,tissue,"duodenum, fetal, , tech_",CAGE,plus,none,human,fantom5,CAGE,CAGE,"duodenum, fetal, , tech_",CNhs11781,"duodenum, fetal, , tech_"
CNhs11781_M,tissue,"duodenum, fetal, , tech_",CAGE,minus,none,human,fantom5,CAGE,CAGE,"duodenum, fetal, , tech_",CNhs11781,"duodenum, fetal, , tech_"
CNhs10648_P,tissue,"dura mater, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"dura mater, adult",CNhs10648,"dura mater, adult"
CNhs10648_M,tissue,"dura mater, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"dura mater, adult",CNhs10648,"dura mater, adult"
CNhs12847_P,tissue,"epididymis, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"epididymis, adult",CNhs12847,"epididymis, adult"
CNhs12847_M,tissue,"epididymis, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"epididymis, adult",CNhs12847,"epididymis, adult"
CNhs10620_P,tissue,"esophagus, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"esophagus, adult, pool1",CNhs10620,"esophagus, adult, pool1"
CNhs10620_M,tissue,"esophagus, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"esophagus, adult, pool1",CNhs10620,"esophagus, adult, pool1"
CNhs13444_P,tissue,"eye - muscle inferior rectus,",CAGE,plus,none,human,fantom5,CAGE,CAGE,eye - muscle inferior rectus,CNhs13444,eye - muscle inferior rectus
CNhs13444_M,tissue,"eye - muscle inferior rectus,",CAGE,minus,none,human,fantom5,CAGE,CAGE,eye - muscle inferior rectus,CNhs13444,eye - muscle inferior rectus
CNhs13442_P,tissue,"eye - muscle lateral,",CAGE,plus,none,human,fantom5,CAGE,CAGE,eye - muscle lateral,CNhs13442,eye - muscle lateral
CNhs13442_M,tissue,"eye - muscle lateral,",CAGE,minus,none,human,fantom5,CAGE,CAGE,eye - muscle lateral,CNhs13442,eye - muscle lateral
CNhs13443_P,tissue,"eye - muscle medial,",CAGE,plus,none,human,fantom5,CAGE,CAGE,eye - muscle medial,CNhs13443,eye - muscle medial
CNhs13443_M,tissue,"eye - muscle medial,",CAGE,minus,none,human,fantom5,CAGE,CAGE,eye - muscle medial,CNhs13443,eye - muscle medial
CNhs13441_P,tissue,"eye - muscle superior,",CAGE,plus,none,human,fantom5,CAGE,CAGE,eye - muscle superior,CNhs13441,eye - muscle superior
CNhs13441_M,tissue,"eye - muscle superior,",CAGE,minus,none,human,fantom5,CAGE,CAGE,eye - muscle superior,CNhs13441,eye - muscle superior
CNhs13440_P,tissue,"eye - vitreous humor,",CAGE,plus,none,human,fantom5,CAGE,CAGE,eye - vitreous humor,CNhs13440,eye - vitreous humor
CNhs13440_M,tissue,"eye - vitreous humor,",CAGE,minus,none,human,fantom5,CAGE,CAGE,eye - vitreous humor,CNhs13440,eye - vitreous humor
CNhs11762_P,tissue,"eye, fetal,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"eye, fetal",CNhs11762,"eye, fetal"
CNhs11762_M,tissue,"eye, fetal,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"eye, fetal",CNhs11762,"eye, fetal"
CNhs10647_P,tissue,"frontal lobe, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"frontal lobe, adult, pool1",CNhs10647,"frontal lobe, adult, pool1"
CNhs10647_M,tissue,"frontal lobe, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"frontal lobe, adult, pool1",CNhs10647,"frontal lobe, adult, pool1"
CNhs12848_P,tissue,"gall bladder, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"gall bladder, adult",CNhs12848,"gall bladder, adult"
CNhs12848_M,tissue,"gall bladder, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"gall bladder, adult",CNhs12848,"gall bladder, adult"
CNhs13801_P,tissue,"globus pallidus - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,globus pallidus - adult,CNhs13801,globus pallidus - adult
CNhs13801_M,tissue,"globus pallidus - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,globus pallidus - adult,CNhs13801,globus pallidus - adult
CNhs12319_P,tissue,"globus pallidus, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"globus pallidus, adult",CNhs12319,"globus pallidus, adult"
CNhs12319_M,tissue,"globus pallidus, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"globus pallidus, adult",CNhs12319,"globus pallidus, adult"
CNhs14082_P,tissue,"globus pallidus, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"globus pallidus, newborn",CNhs14082,"globus pallidus, newborn"
CNhs14082_M,tissue,"globus pallidus, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"globus pallidus, newborn",CNhs14082,"globus pallidus, newborn"
CNhs12855_P,tissue,"heart - mitral valve, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart - mitral valve, adult",CNhs12855,"heart - mitral valve, adult"
CNhs12855_M,tissue,"heart - mitral valve, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart - mitral valve, adult",CNhs12855,"heart - mitral valve, adult"
CNhs12856_P,tissue,"heart - pulmonic valve, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart - pulmonic valve, adult",CNhs12856,"heart - pulmonic valve, adult"
CNhs12856_M,tissue,"heart - pulmonic valve, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart - pulmonic valve, adult",CNhs12856,"heart - pulmonic valve, adult"
CNhs12857_P,tissue,"heart - tricuspid valve, adult",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart - tricuspid valve, adult",CNhs12857,"heart - tricuspid valve, adult"
CNhs12857_M,tissue,"heart - tricuspid valve, adult",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart - tricuspid valve, adult",CNhs12857,"heart - tricuspid valve, adult"
CNhs11757_P,tissue,"heart, adult, diseased post-infarction,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart, adult, diseased post-infarction",CNhs11757,"heart, adult, diseased post-infarction"
CNhs11757_M,tissue,"heart, adult, diseased post-infarction,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart, adult, diseased post-infarction",CNhs11757,"heart, adult, diseased post-infarction"
CNhs11758_P,tissue,"heart, adult, diseased,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart, adult, diseased",CNhs11758,"heart, adult, diseased"
CNhs11758_M,tissue,"heart, adult, diseased,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart, adult, diseased",CNhs11758,"heart, adult, diseased"
CNhs10621_P,tissue,"heart, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart, adult, pool1",CNhs10621,"heart, adult, pool1"
CNhs10621_M,tissue,"heart, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart, adult, pool1",CNhs10621,"heart, adult, pool1"
CNhs10653_P,tissue,"heart, fetal, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"heart, fetal, pool1",CNhs10653,"heart, fetal, pool1"
CNhs10653_M,tissue,"heart, fetal, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"heart, fetal, pool1",CNhs10653,"heart, fetal, pool1"
CNhs13795_P,tissue,"hippocampus - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,hippocampus - adult,CNhs13795,hippocampus - adult
CNhs13795_M,tissue,"hippocampus - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,hippocampus - adult,CNhs13795,hippocampus - adult
CNhs12312_P,tissue,"hippocampus, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"hippocampus, adult",CNhs12312,"hippocampus, adult"
CNhs12312_M,tissue,"hippocampus, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"hippocampus, adult",CNhs12312,"hippocampus, adult"
CNhs14081_P,tissue,"hippocampus, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"hippocampus, newborn",CNhs14081,"hippocampus, newborn"
CNhs14081_M,tissue,"hippocampus, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"hippocampus, newborn",CNhs14081,"hippocampus, newborn"
CNhs10646_P,tissue,"insula, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"insula, adult, pool1",CNhs10646,"insula, adult, pool1"
CNhs10646_M,tissue,"insula, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"insula, adult, pool1",CNhs10646,"insula, adult, pool1"
CNhs10622_P,tissue,"kidney, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"kidney, adult, pool1",CNhs10622,"kidney, adult, pool1"
CNhs10622_M,tissue,"kidney, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"kidney, adult, pool1",CNhs10622,"kidney, adult, pool1"
CNhs10652_P,tissue,"kidney, fetal, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"kidney, fetal, pool1",CNhs10652,"kidney, fetal, pool1"
CNhs10652_M,tissue,"kidney, fetal, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"kidney, fetal, pool1",CNhs10652,"kidney, fetal, pool1"
CNhs11790_P,tissue,"left atrium, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"left atrium, adult",CNhs11790,"left atrium, adult"
CNhs11790_M,tissue,"left atrium, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"left atrium, adult",CNhs11790,"left atrium, adult"
CNhs11789_P,tissue,"left ventricle, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"left ventricle, adult",CNhs11789,"left ventricle, adult"
CNhs11789_M,tissue,"left ventricle, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"left ventricle, adult",CNhs11789,"left ventricle, adult"
CNhs10624_P,tissue,"liver, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"liver, adult, pool1",CNhs10624,"liver, adult, pool1"
CNhs10624_M,tissue,"liver, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"liver, adult, pool1",CNhs10624,"liver, adult, pool1"
CNhs11798_P,tissue,"liver, fetal, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"liver, fetal, pool1",CNhs11798,"liver, fetal, pool1"
CNhs11798_M,tissue,"liver, fetal, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"liver, fetal, pool1",CNhs11798,"liver, fetal, pool1"
CNhs13808_P,tissue,"locus coeruleus - adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,locus coeruleus - adult,CNhs13808,locus coeruleus - adult
CNhs13808_M,tissue,"locus coeruleus - adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,locus coeruleus - adult,CNhs13808,locus coeruleus - adult
CNhs12322_P,tissue,"locus coeruleus, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"locus coeruleus, adult",CNhs12322,"locus coeruleus, adult"
CNhs12322_M,tissue,"locus coeruleus, adult,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"locus coeruleus, adult",CNhs12322,"locus coeruleus, adult"
CNhs14080_P,tissue,"locus coeruleus, newborn,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"locus coeruleus, newborn",CNhs14080,"locus coeruleus, newborn"
CNhs14080_M,tissue,"locus coeruleus, newborn,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"locus coeruleus, newborn",CNhs14080,"locus coeruleus, newborn"
CNhs10625_P,tissue,"lung, adult, pool1",CAGE,plus,none,human,fantom5,CAGE,CAGE,"lung, adult, pool1",CNhs10625,"lung, adult, pool1"
CNhs10625_M,tissue,"lung, adult, pool1",CAGE,minus,none,human,fantom5,CAGE,CAGE,"lung, adult, pool1",CNhs10625,"lung, adult, pool1"
CNhs11680_P,tissue,"lung, fetal,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"lung, fetal",CNhs11680,"lung, fetal"
CNhs11680_M,tissue,"lung, fetal,",CAGE,minus,none,human,fantom5,CAGE,CAGE,"lung, fetal",CNhs11680,"lung, fetal"
CNhs11786_P,tissue,"lung, right lower lobe, adult,",CAGE,plus,none,human,fantom5,CAGE,CAGE,"lung, right lower lobe, adult",CNhs11786,"lung, right lower lobe, adult"
