file_id,biosample_type,tissue,assay,strand,experiment_target,species,dataset,modality_fine,modality_coarse,tissue_strict,expt_base,tissue_group
ENCSR615EEK_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR615EEK,k562
ENCSR672NDZ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR672NDZ,k562
ENCSR689NPY,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR689NPY,k562
ENCSR693JOK,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR693JOK,k562
ENCSR696YIB_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR696YIB,k562
ENCSR696YIB_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR696YIB,k562
ENCSR733QST,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR733QST,k562
ENCSR738ZHN,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR738ZHN,k562
ENCSR758BAT,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR758BAT,k562
ENCSR792OIJ_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR792OIJ,k562
ENCSR792OIJ_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR792OIJ,k562
ENCSR806HCA,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR806HCA,k562
ENCSR810ZKJ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR810ZKJ,k562
ENCSR844RSF,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR844RSF,k562
ENCSR860DWK_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR860DWK,k562
ENCSR860DWK_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR860DWK,k562
ENCSR866UOA,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR866UOA,k562
ENCSR882NWV,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR882NWV,k562
ENCSR885DVH_M,cell line,K562,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR885DVH,k562
ENCSR885DVH_P,cell line,K562,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR885DVH,k562
ENCSR900IJI,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR900IJI,k562
ENCSR949BBZ,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR949BBZ,k562
ENCSR950YTM,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR950YTM,k562
ENCSR957GVE,cell line,K562,total RNA-seq,,none,human,encode_v3,total RNA-seq,RNA,k562,ENCSR957GVE,k562
ENCSR426IEA,cell line,KBM-7,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,kbm-7,ENCSR426IEA,kbm-7
ENCSR499RMZ,cell line,KMS-11,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR499RMZ,kms-11
ENCSR955IXZ,cell line,KMS-11,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR955IXZ,kms-11
ENCSR474VGQ,cell line,KMS-11,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR474VGQ,kms-11
ENCSR835YBD,cell line,KMS-11,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR835YBD,kms-11
ENCSR976JHS,cell line,KMS-11,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR976JHS,kms-11
ENCSR847UJW,cell line,KMS-11,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR847UJW,kms-11
ENCSR521AIV,cell line,KMS-11,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR521AIV,kms-11
ENCSR790QWJ,cell line,KMS-11,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,kms-11,ENCSR790QWJ,kms-11
ENCSR430YRJ,cell line,KMS-11,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,kms-11,ENCSR430YRJ,kms-11
ENCSR719FEJ,cell line,KOPT-K1,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,kopt-k1,ENCSR719FEJ,kopt-k1
ENCSR879WTY,cell line,KOPT-K1,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kopt-k1,ENCSR879WTY,kopt-k1
ENCSR630IBN,cell line,KOPT-K1,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,kopt-k1,ENCSR630IBN,kopt-k1
ENCSR438PYA,cell line,KOPT-K1,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,kopt-k1,ENCSR438PYA,kopt-k1
ENCSR317NQG,cell line,Karpas-422,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR317NQG,karpas-422
ENCSR660IQS,cell line,Karpas-422,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR660IQS,karpas-422
ENCSR963HAR,cell line,Karpas-422,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR963HAR,karpas-422
ENCSR867UKC,cell line,Karpas-422,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR867UKC,karpas-422
ENCSR306VSH,cell line,Karpas-422,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR306VSH,karpas-422
ENCSR870IGD,cell line,Karpas-422,Histone ChIP-seq,,H3K4me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR870IGD,karpas-422
ENCSR910XKX,cell line,Karpas-422,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR910XKX,karpas-422
ENCSR604III,cell line,Karpas-422,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR604III,karpas-422
ENCSR058SHN,cell line,Karpas-422,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR058SHN,karpas-422
ENCSR473TDG,cell line,Karpas-422,Histone ChIP-seq,,H3K9me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR473TDG,karpas-422
ENCSR978BQI,cell line,Karpas-422,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR978BQI,karpas-422
ENCSR159CDJ,cell line,Karpas-422,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,karpas-422,ENCSR159CDJ,karpas-422
ENCSR314LXG_M,cell line,Karpas-422,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,karpas-422,ENCSR314LXG,karpas-422
ENCSR314LXG_P,cell line,Karpas-422,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,karpas-422,ENCSR314LXG,karpas-422
ENCSR314EZY,cell line,L1-S8,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,l1-s8,ENCSR314EZY,l1-s8
ENCSR746ZPP,cell line,L1-S8R,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,l1-s8r,ENCSR746ZPP,l1-s8r
ENCSR000CWP,cell line,LHCN-M2,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,lhcn-m2,ENCSR000CWP,lhcn-m2
ENCSR332DBS_M,cell line,LHCN-M2,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,lhcn-m2,ENCSR332DBS,lhcn-m2
ENCSR332DBS_P,cell line,LHCN-M2,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,lhcn-m2,ENCSR332DBS,lhcn-m2
ENCSR315NAC,cell line,LNCAP,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,lncap,ENCSR315NAC,lncap
ENCSR673WZL,cell line,LNCAP,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,lncap,ENCSR673WZL,lncap
ENCSR000EKT,cell line,LNCaP clone FGC,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,lncap clone fgc,ENCSR000EKT,lncap clone fgc
ENCSR000EKU,cell line,LNCaP clone FGC,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,lncap clone fgc,ENCSR000EKU,lncap clone fgc
ENCSR000DWF,cell line,LNCaP clone FGC,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,lncap clone fgc,ENCSR000DWF,lncap clone fgc
ENCSR000DMF,cell line,LNCaP clone FGC,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,lncap clone fgc,ENCSR000DMF,lncap clone fgc
ENCSR503BEM,cell line,LoVo,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,lovo,ENCSR503BEM,lovo
ENCSR900HAP,cell line,Loucy,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR900HAP,loucy
ENCSR267UCE,cell line,Loucy,Histone ChIP-seq,,H3F3A,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR267UCE,loucy
ENCSR183CQK,cell line,Loucy,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR183CQK,loucy
ENCSR837SUQ,cell line,Loucy,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR837SUQ,loucy
ENCSR036KFJ,cell line,Loucy,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR036KFJ,loucy
ENCSR165LOF,cell line,Loucy,Histone ChIP-seq,,H3K4me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR165LOF,loucy
ENCSR657RRI,cell line,Loucy,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR657RRI,loucy
ENCSR429QYS,cell line,Loucy,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR429QYS,loucy
ENCSR543IKB,cell line,Loucy,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR543IKB,loucy
ENCSR186EAD,cell line,Loucy,Histone ChIP-seq,,H3K9me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR186EAD,loucy
ENCSR884QDT,cell line,Loucy,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR884QDT,loucy
ENCSR760ZVL,cell line,Loucy,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,loucy,ENCSR760ZVL,loucy
ENCSR464DKE,cell line,Loucy,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,loucy,ENCSR464DKE,loucy
ENCSR783QUL,cell line,Loucy,TF ChIP-seq,,EZH2phosphoT487,human,encode_v3,TF ChIP-seq,TFChIP,loucy,ENCSR783QUL,loucy
ENCSR696SMK_M,cell line,M059J,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,m059j,ENCSR696SMK,m059j
ENCSR696SMK_P,cell line,M059J,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,m059j,ENCSR696SMK,m059j
ENCSR385SZQ,cell line,MCF 10A,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,mcf 10a,ENCSR385SZQ,mcf 10a
ENCSR752EPH,cell line,MCF 10A,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,mcf 10a,ENCSR752EPH,mcf 10a
ENCSR789VGQ,cell line,MCF 10A,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,mcf 10a,ENCSR789VGQ,mcf 10a
ENCSR000DON,cell line,MCF 10A,TF ChIP-seq,,FOS,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DON,mcf 10a
ENCSR000DOO,cell line,MCF 10A,TF ChIP-seq,,FOS,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOO,mcf 10a
ENCSR000DOP,cell line,MCF 10A,TF ChIP-seq,,FOS,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOP,mcf 10a
ENCSR000DOT,cell line,MCF 10A,TF ChIP-seq,,FOS,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOT,mcf 10a
ENCSR000DOS,cell line,MCF 10A,TF ChIP-seq,,MYC,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOS,mcf 10a
ENCSR000DPA,cell line,MCF 10A,TF ChIP-seq,,POLR2A,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DPA,mcf 10a
ENCSR000DPC,cell line,MCF 10A,TF ChIP-seq,,POLR2A,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DPC,mcf 10a
ENCSR000DOQ,cell line,MCF 10A,TF ChIP-seq,,STAT3,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOQ,mcf 10a
ENCSR000DOZ,cell line,MCF 10A,TF ChIP-seq,,STAT3,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DOZ,mcf 10a
ENCSR000DPB,cell line,MCF 10A,TF ChIP-seq,,STAT3,human,encode_v3,TF ChIP-seq,TFChIP,mcf 10a,ENCSR000DPB,mcf 10a
ENCSR815NTL_M,cell line,MCF 10A,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,mcf 10a,ENCSR815NTL,mcf 10a
ENCSR815NTL_P,cell line,MCF 10A,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,mcf 10a,ENCSR815NTL,mcf 10a
ENCSR000EKZ,cell line,MCF-7,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,mcf-7,ENCSR000EKZ,mcf-7
ENCSR057MWG,cell line,MCF-7,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR057MWG,mcf-7
ENCSR197XDQ,cell line,MCF-7,Histone ChIP-seq,,H3F3A,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR197XDQ,mcf-7
ENCSR000EWR,cell line,MCF-7,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR000EWR,mcf-7
ENCSR752UOD,cell line,MCF-7,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR752UOD,mcf-7
ENCSR000EWP,cell line,MCF-7,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR000EWP,mcf-7
ENCSR761DLU,cell line,MCF-7,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR761DLU,mcf-7
ENCSR493NBY,cell line,MCF-7,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR493NBY,mcf-7
ENCSR875KOJ,cell line,MCF-7,Histone ChIP-seq,,H3K4me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR875KOJ,mcf-7
ENCSR000DWJ,cell line,MCF-7,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR000DWJ,mcf-7
ENCSR985MIB,cell line,MCF-7,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR985MIB,mcf-7
ENCSR056UBA,cell line,MCF-7,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR056UBA,mcf-7
ENCSR374RZR,cell line,MCF-7,Histone ChIP-seq,,H3K9me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR374RZR,mcf-7
ENCSR000EWQ,cell line,MCF-7,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR000EWQ,mcf-7
ENCSR999WHE,cell line,MCF-7,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR999WHE,mcf-7
ENCSR639RHG,cell line,MCF-7,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,mcf-7,ENCSR639RHG,mcf-7
ENCSR231ENE,cell line,MCF-7,TF ChIP-seq,,ARID3A,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR231ENE,mcf-7
ENCSR866QPZ,cell line,MCF-7,TF ChIP-seq,,ATF7,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR866QPZ,mcf-7
ENCSR966YYJ,cell line,MCF-7,TF ChIP-seq,,BMI1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR966YYJ,mcf-7
ENCSR094ZCF,cell line,MCF-7,TF ChIP-seq,,CEBPG,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR094ZCF,mcf-7
ENCSR360JOC,cell line,MCF-7,TF ChIP-seq,,CHD1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR360JOC,mcf-7
ENCSR699YFX,cell line,MCF-7,TF ChIP-seq,,CLOCK,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR699YFX,mcf-7
ENCSR934JDG,cell line,MCF-7,TF ChIP-seq,,CLOCK,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR934JDG,mcf-7
ENCSR173EEH,cell line,MCF-7,TF ChIP-seq,,COPS2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR173EEH,mcf-7
ENCSR620DUQ,cell line,MCF-7,TF ChIP-seq,,CREB1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR620DUQ,mcf-7
ENCSR897JAS,cell line,MCF-7,TF ChIP-seq,,CREB1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR897JAS,mcf-7
ENCSR636EYA,cell line,MCF-7,TF ChIP-seq,,CTBP1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR636EYA,mcf-7
ENCSR000AHD,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000AHD,mcf-7
ENCSR000DMO,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMO,mcf-7
ENCSR000DMR,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMR,mcf-7
ENCSR000DMS,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMS,mcf-7
ENCSR000DWH,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DWH,mcf-7
ENCSR560BUE,cell line,MCF-7,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR560BUE,mcf-7
ENCSR017CEO,cell line,MCF-7,TF ChIP-seq,,CUX1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR017CEO,mcf-7
ENCSR330ADN,cell line,MCF-7,TF ChIP-seq,,DDX20,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR330ADN,mcf-7
ENCSR234VCE,cell line,MCF-7,TF ChIP-seq,,DPF2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR234VCE,mcf-7
ENCSR505NMN,cell line,MCF-7,TF ChIP-seq,,E2F4,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR505NMN,mcf-7
ENCSR897ZXU,cell line,MCF-7,TF ChIP-seq,,E2F8,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR897ZXU,mcf-7
ENCSR841YWU,cell line,MCF-7,TF ChIP-seq,,E4F1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR841YWU,mcf-7
ENCSR475SOC,cell line,MCF-7,TF ChIP-seq,,ELF1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR475SOC,mcf-7
ENCSR502NRF,cell line,MCF-7,TF ChIP-seq,,ELF1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR502NRF,mcf-7
ENCSR382WLL,cell line,MCF-7,TF ChIP-seq,,ELK1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR382WLL,mcf-7
ENCSR337NQP,cell line,MCF-7,TF ChIP-seq,,ESRRA,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR337NQP,mcf-7
ENCSR954WVZ,cell line,MCF-7,TF ChIP-seq,,ESRRA,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR954WVZ,mcf-7
ENCSR569XNP,cell line,MCF-7,TF ChIP-seq,,FOS,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR569XNP,mcf-7
ENCSR546KCN,cell line,MCF-7,TF ChIP-seq,,FOSL2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR546KCN,mcf-7
ENCSR126YEB,cell line,MCF-7,TF ChIP-seq,,FOXA1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR126YEB,mcf-7
ENCSR465VLK,cell line,MCF-7,TF ChIP-seq,,FOXK2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR465VLK,mcf-7
ENCSR038RXU,cell line,MCF-7,TF ChIP-seq,,GABPA,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR038RXU,mcf-7
ENCSR423RTK,cell line,MCF-7,TF ChIP-seq,,GATA3,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR423RTK,mcf-7
ENCSR389BLX,cell line,MCF-7,TF ChIP-seq,,GATAD2B,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR389BLX,mcf-7
ENCSR979FQP,cell line,MCF-7,TF ChIP-seq,,GATAD2B,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR979FQP,mcf-7
ENCSR557JTZ,cell line,MCF-7,TF ChIP-seq,,GTF2F1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR557JTZ,mcf-7
ENCSR697CUP,cell line,MCF-7,TF ChIP-seq,,HCFC1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR697CUP,mcf-7
ENCSR200CUA,cell line,MCF-7,TF ChIP-seq,,HDGF,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR200CUA,mcf-7
ENCSR109ODF,cell line,MCF-7,TF ChIP-seq,,HES1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR109ODF,mcf-7
ENCSR062HDL,cell line,MCF-7,TF ChIP-seq,,HSF1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR062HDL,mcf-7
ENCSR176EXN,cell line,MCF-7,TF ChIP-seq,,JUN,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR176EXN,mcf-7
ENCSR000BSU,cell line,MCF-7,TF ChIP-seq,,JUND,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000BSU,mcf-7
ENCSR265WJC,cell line,MCF-7,TF ChIP-seq,,KLF4,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR265WJC,mcf-7
ENCSR125ZYC,cell line,MCF-7,TF ChIP-seq,,KLF9,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR125ZYC,mcf-7
ENCSR555PBN,cell line,MCF-7,TF ChIP-seq,,MAFK,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR555PBN,mcf-7
ENCSR288IJC,cell line,MCF-7,TF ChIP-seq,,MAZ,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR288IJC,mcf-7
ENCSR940MHE,cell line,MCF-7,TF ChIP-seq,,MBD2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR940MHE,mcf-7
ENCSR427BBI,cell line,MCF-7,TF ChIP-seq,,MLLT1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR427BBI,mcf-7
ENCSR460XGV,cell line,MCF-7,TF ChIP-seq,,MNT,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR460XGV,mcf-7
ENCSR663ZZZ,cell line,MCF-7,TF ChIP-seq,,MNT,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR663ZZZ,mcf-7
ENCSR348JOJ,cell line,MCF-7,TF ChIP-seq,,MTA1,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR348JOJ,mcf-7
ENCSR551ZDZ,cell line,MCF-7,TF ChIP-seq,,MTA2,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR551ZDZ,mcf-7
ENCSR391KQC,cell line,MCF-7,TF ChIP-seq,,MTA3,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR391KQC,mcf-7
ENCSR000DMJ,cell line,MCF-7,TF ChIP-seq,,MYC,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMJ,mcf-7
ENCSR000DMM,cell line,MCF-7,TF ChIP-seq,,MYC,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMM,mcf-7
ENCSR000DMQ,cell line,MCF-7,TF ChIP-seq,,MYC,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR000DMQ,mcf-7
ENCSR591EBL,cell line,MCF-7,TF ChIP-seq,,NBN,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR591EBL,mcf-7
ENCSR573OJP,cell line,MCF-7,TF ChIP-seq,,NCOA3,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR573OJP,mcf-7
ENCSR686SOV,cell line,MCF-7,TF ChIP-seq,,NCOA3,human,encode_v3,TF ChIP-seq,TFChIP,mcf-7,ENCSR686SOV,mcf-7
